Country,Date,Day-ahead Price (EUR/MWh)
Lithuania,01.01.2023,18.23375
Luxembourg,01.01.2023,15.001666666666663
Netherlands,01.01.2023,18.144166666666667
Norway,01.01.2023,106.98458333333332
Portugal,01.01.2023,9.254583333333334
Serbia,01.01.2023,46.407916666666665
Slovenia,01.01.2023,19.141666666666666
Spain,01.01.2023,9.254583333333334
Sweden,01.01.2023,20.562916666666663
Switzerland,01.01.2023,8.24625
Austria,01.02.2019,56.501562500000006
Belgium,01.02.2019,61.6625
Croatia,01.02.2019,61.767500000000005
Denmark,01.02.2019,54.0875
Estonia,01.02.2019,57.34791666666666
Finland,01.02.2019,57.34791666666666
Germany,01.02.2019,54.740833333333335
Greece,01.02.2019,67.26041666666667
Hungary,01.02.2019,62.54208333333333
Italy,01.02.2019,66.18124999999999
Latvia,01.02.2019,57.34791666666666
Lithuania,01.02.2019,57.34791666666666
Luxembourg,01.02.2019,54.740833333333335
Netherlands,01.02.2019,62.086666666666666
Norway,01.02.2019,54.10333333333333
Portugal,01.02.2019,52.50625
Serbia,01.02.2019,61.105
Slovenia,01.02.2019,61.63999999999999
Spain,01.02.2019,52.50625
Sweden,01.02.2019,54.05041666666667
Switzerland,01.02.2019,60.29749999999999
Austria,01.02.2020,34.49916666666667
Belgium,01.02.2020,18.796666666666667
Croatia,01.02.2020,41.80333333333334
Denmark,01.02.2020,6.835
Estonia,01.02.2020,18.935416666666665
Finland,01.02.2020,14.067916666666669
Germany,01.02.2020,9.406145833333332
Greece,01.02.2020,57.69499999999999
Hungary,01.02.2020,43.03791666666666
Italy,01.02.2020,39.37291666666667
Latvia,01.02.2020,18.935416666666665
Lithuania,01.02.2020,18.935416666666665
Luxembourg,01.02.2020,9.406145833333332
Netherlands,01.02.2020,29.096666666666664
Norway,01.02.2020,16.1575
Portugal,01.02.2020,29.4125
Serbia,01.02.2020,44.63458333333333
Slovenia,01.02.2020,39.625
Spain,01.02.2020,29.4125
Sweden,01.02.2020,13.951666666666668
Switzerland,01.02.2020,38.38041666666667
Austria,01.02.2021,58.52604166666666
Belgium,01.02.2021,57.19083333333333
Croatia,01.02.2021,57.31583333333333
Denmark,01.02.2021,57.51166666666666
Estonia,01.02.2021,86.93458333333335
Finland,01.02.2021,86.93458333333335
Germany,01.02.2021,59.54385416666668
Greece,01.02.2021,58.45958333333332
Hungary,01.02.2021,54.85041666666666
Italy,01.02.2021,60.86333333333334
Latvia,01.02.2021,86.93458333333335
Lithuania,01.02.2021,86.93458333333335
Luxembourg,01.02.2021,59.54385416666668
Netherlands,01.02.2021,57.45374999999999
Norway,01.02.2021,86.19416666666666
Portugal,01.02.2021,12.24375
Serbia,01.02.2021,56.080000000000005
Slovenia,01.02.2021,57.522083333333335
Spain,01.02.2021,12.24375
Sweden,01.02.2021,83.78750000000001
Switzerland,01.02.2021,58.15
Austria,01.02.2022,195.47822916666664
Belgium,01.02.2022,201.32666666666668
Croatia,01.02.2022,241.3875
Denmark,01.02.2022,137.4375
Estonia,01.02.2022,184.16666666666663
Finland,01.02.2022,149.4645833333333
Germany,01.02.2022,148.901875
Greece,01.02.2022,229.235
Hungary,01.02.2022,212.66208333333336
Italy,01.02.2022,244.87416666666664
Latvia,01.02.2022,186.55625
Lithuania,01.02.2022,186.55625
Luxembourg,01.02.2022,148.901875
Netherlands,01.02.2022,191.70291666666665
Norway,01.02.2022,143.79125
Portugal,01.02.2022,205.5558333333333
Serbia,01.02.2022,230.6329166666667
Slovenia,01.02.2022,241.7691666666667
Spain,01.02.2022,205.5558333333333
Sweden,01.02.2022,80.2675
Switzerland,01.02.2022,227.4283333333333
Austria,01.02.2023,146.85666666666668
Belgium,01.02.2023,146.9704166666667
Croatia,01.02.2023,149.28625
Denmark,01.02.2023,92.66291666666666
Estonia,01.02.2023,118.89875
Finland,01.02.2023,118.89916666666666
Germany,01.02.2023,90.37
Greece,01.02.2023,165.20041666666668
Hungary,01.02.2023,155.115
Italy,01.02.2023,163.6825
Latvia,01.02.2023,118.89875
Lithuania,01.02.2023,118.89875
Luxembourg,01.02.2023,90.37
Netherlands,01.02.2023,109.2225
Norway,01.02.2023,95.30416666666667
Portugal,01.02.2023,127.08
Serbia,01.02.2023,158.33875
Slovenia,01.02.2023,148.01208333333332
Spain,01.02.2023,127.97916666666669
Sweden,01.02.2023,92.00375
Switzerland,01.02.2023,161.65041666666664
Austria,01.03.2019,45.238125
Belgium,01.03.2019,47.560833333333335
Croatia,01.03.2019,51.55291666666667
Denmark,01.03.2019,46.595416666666665
Estonia,01.03.2019,49.70125
Finland,01.03.2019,49.463750000000005
Germany,01.03.2019,45.593958333333326
Greece,01.03.2019,66.79875
Hungary,01.03.2019,51.12833333333333
Italy,01.03.2019,54.41208333333333
Latvia,01.03.2019,49.70125
Lithuania,01.03.2019,49.70125
Luxembourg,01.03.2019,45.593958333333326
Netherlands,01.03.2019,46.720416666666665
Norway,01.03.2019,44.90916666666667
Portugal,01.03.2019,54.41916666666668
Serbia,01.03.2019,49.59083333333333
Slovenia,01.03.2019,51.7525
Spain,01.03.2019,54.41916666666668
Sweden,01.03.2019,43.681666666666665
Switzerland,01.03.2019,45.98875
Austria,01.03.2020,24.612187500000005
Belgium,01.03.2020,19.684166666666663
Croatia,01.03.2020,23.726250000000004
Denmark,01.03.2020,4.7683333333333335
Estonia,01.03.2020,18.81
Finland,01.03.2020,18.81
Germany,01.03.2020,0.0732291666666667
Greece,01.03.2020,41.73875
Hungary,01.03.2020,27.07333333333333
Italy,01.03.2020,24.80458333333333
Latvia,01.03.2020,18.81
Lithuania,01.03.2020,18.81
Luxembourg,01.03.2020,0.0732291666666667
Netherlands,01.03.2020,21.1875
Norway,01.03.2020,9.74625
Portugal,01.03.2020,14.344583333333333
Serbia,01.03.2020,27.26625
Slovenia,01.03.2020,23.940416666666664
Spain,01.03.2020,14.344583333333333
Sweden,01.03.2020,10.55625
Switzerland,01.03.2020,23.80666666666667
Austria,01.03.2021,55.121875
Belgium,01.03.2021,49.48375000000001
Croatia,01.03.2021,50.73
Denmark,01.03.2021,49.177083333333336
Estonia,01.03.2021,43.84291666666667
Finland,01.03.2021,34.336666666666666
Germany,01.03.2021,54.99958333333333
Greece,01.03.2021,55.486250000000005
Hungary,01.03.2021,52.742916666666666
Italy,01.03.2021,55.19541666666667
Latvia,01.03.2021,43.84291666666667
Lithuania,01.03.2021,43.84291666666667
Luxembourg,01.03.2021,54.99958333333333
Netherlands,01.03.2021,49.09833333333333
Norway,01.03.2021,37.927083333333336
Portugal,01.03.2021,42.614583333333336
Serbia,01.03.2021,53.83416666666667
Slovenia,01.03.2021,50.80583333333334
Spain,01.03.2021,42.614583333333336
Sweden,01.03.2021,24.4275
Switzerland,01.03.2021,54.26666666666667
Austria,01.03.2022,273.1221875
Belgium,01.03.2022,258.0395833333334
Croatia,01.03.2022,264.8941666666667
Denmark,01.03.2022,229.19583333333333
Estonia,01.03.2022,152.51375
Finland,01.03.2022,70.14375
Germany,01.03.2022,250.368125
Greece,01.03.2022,255.41333333333333
Hungary,01.03.2022,249.6025
Italy,01.03.2022,274.3245833333333
Latvia,01.03.2022,152.51375
Lithuania,01.03.2022,152.51375
Luxembourg,01.03.2022,250.368125
Netherlands,01.03.2022,252.3320833333333
Norway,01.03.2022,147.84958333333333
Portugal,01.03.2022,257.9145833333333
Serbia,01.03.2022,271.44125
Slovenia,01.03.2022,264.7775
Spain,01.03.2022,257.9145833333333
Sweden,01.03.2022,13.589999999999998
Switzerland,01.03.2022,286.6333333333333
Austria,01.04.2019,39.03104166666667
Belgium,01.04.2019,37.645
Croatia,01.04.2019,54.36333333333334
Denmark,01.04.2019,39.28208333333333
Estonia,01.04.2019,39.12916666666667
Finland,01.04.2019,39.12916666666667
Germany,01.04.2019,38.425
Greece,01.04.2019,62.48
Hungary,01.04.2019,48.8475
Italy,01.04.2019,57.64333333333334
Latvia,01.04.2019,39.24041666666667
Lithuania,01.04.2019,39.24041666666667
Luxembourg,01.04.2019,38.425
Netherlands,01.04.2019,38.125
Norway,01.04.2019,40.10583333333333
Portugal,01.04.2019,58.54666666666666
Serbia,01.04.2019,41.85333333333333
Slovenia,01.04.2019,54.18625000000001
Spain,01.04.2019,58.54666666666666
Sweden,01.04.2019,37.61541666666667
Switzerland,01.04.2019,35.99
Austria,01.04.2020,22.61208333333333
Belgium,01.04.2020,23.081666666666667
Croatia,01.04.2020,25.374166666666667
Denmark,01.04.2020,6.987916666666666
Estonia,01.04.2020,17.7475
Finland,01.04.2020,17.662499999999998
Germany,01.04.2020,22.00197916666667
Greece,01.04.2020,34.18208333333334
Hungary,01.04.2020,25.77666666666667
Italy,01.04.2020,24.55125
Latvia,01.04.2020,17.7475
Lithuania,01.04.2020,17.547083333333333
Luxembourg,01.04.2020,22.00197916666667
Netherlands,01.04.2020,23.312916666666663
Norway,01.04.2020,4.95375
Portugal,01.04.2020,26.407916666666665
Serbia,01.04.2020,27.376666666666665
Slovenia,01.04.2020,25.61375
Spain,01.04.2020,26.407916666666665
Sweden,01.04.2020,5.110416666666667
Switzerland,01.04.2020,22.371250000000003
Austria,01.04.2021,55.12677083333333
Belgium,01.04.2021,51.55291666666667
Croatia,01.04.2021,58.75666666666666
Denmark,01.04.2021,46.66208333333333
Estonia,01.04.2021,44.13625
Finland,01.04.2021,35.1925
Germany,01.04.2021,52.52447916666667
Greece,01.04.2021,54.172083333333326
Hungary,01.04.2021,58.320833333333326
Italy,01.04.2021,61.22916666666666
Latvia,01.04.2021,44.13625
Lithuania,01.04.2021,46.36750000000001
Luxembourg,01.04.2021,52.52447916666667
Netherlands,01.04.2021,51.04333333333333
Norway,01.04.2021,39.72916666666666
Portugal,01.04.2021,52.72875
Serbia,01.04.2021,55.94833333333335
Slovenia,01.04.2021,58.83208333333332
Spain,01.04.2021,52.72875
Sweden,01.04.2021,18.629166666666663
Switzerland,01.04.2021,54.29333333333333
Austria,01.04.2022,199.99666666666667
Belgium,01.04.2022,208.6233333333333
Croatia,01.04.2022,190.465
Denmark,01.04.2022,172.83
Estonia,01.04.2022,155.4475
Finland,01.04.2022,155.38750000000002
Germany,01.04.2022,170.9472916666667
Greece,01.04.2022,223.47916666666663
Hungary,01.04.2022,171.15083333333334
Italy,01.04.2022,317.5675
Latvia,01.04.2022,155.4475
Lithuania,01.04.2022,155.4475
Luxembourg,01.04.2022,170.9472916666667
Netherlands,01.04.2022,201.0425
Norway,01.04.2022,187.0725
Portugal,01.04.2022,232.24416666666664
Serbia,01.04.2022,164.12250000000003
Slovenia,01.04.2022,191.6108333333333
Spain,01.04.2022,232.24416666666664
Sweden,01.04.2022,114.14375
Switzerland,01.04.2022,329.3729166666667
Austria,01.05.2019,28.48572916666667
Belgium,01.05.2019,30.762916666666666
Croatia,01.05.2019,25.78333333333333
Denmark,01.05.2019,24.6925
Estonia,01.05.2019,17.726249999999997
Finland,01.05.2019,17.726249999999997
Germany,01.05.2019,28.00208333333333
Greece,01.05.2019,50.56791666666667
Hungary,01.05.2019,26.17458333333333
Italy,01.05.2019,45.84291666666667
Latvia,01.05.2019,18.155
Lithuania,01.05.2019,18.155
Luxembourg,01.05.2019,28.00208333333333
Netherlands,01.05.2019,39.0075
Norway,01.05.2019,36.00875
Portugal,01.05.2019,48.90916666666667
Serbia,01.05.2019,29.144583333333333
Slovenia,01.05.2019,25.237916666666667
Spain,01.05.2019,48.649166666666666
Sweden,01.05.2019,17.304583333333337
Switzerland,01.05.2019,26.731666666666666
Austria,01.05.2020,6.7664583333333335
Belgium,01.05.2020,7.557916666666667
Croatia,01.05.2020,24.68083333333333
Denmark,01.05.2020,9.170833333333333
Estonia,01.05.2020,10.805833333333334
Finland,01.05.2020,7.790416666666666
Germany,01.05.2020,6.036145833333333
Greece,01.05.2020,15.79125
Hungary,01.05.2020,17.058333333333334
Italy,01.05.2020,10.699999999999998
Latvia,01.05.2020,10.805833333333334
Lithuania,01.05.2020,10.805833333333334
Luxembourg,01.05.2020,6.036145833333333
Netherlands,01.05.2020,14.14125
Norway,01.05.2020,5.114583333333333
Portugal,01.05.2020,5.1025
Serbia,01.05.2020,14.067083333333334
Slovenia,01.05.2020,14.905416666666667
Spain,01.05.2020,5.1025
Sweden,01.05.2020,6.360833333333333
Switzerland,01.05.2020,8.0725
Austria,01.05.2021,60.00041666666667
Belgium,01.05.2021,57.03958333333333
Croatia,01.05.2021,56.69291666666667
Denmark,01.05.2021,56.685
Estonia,01.05.2021,50.28916666666667
Finland,01.05.2021,46.55500000000001
Germany,01.05.2021,59.55166666666667
Greece,01.05.2021,56.65541666666667
Hungary,01.05.2021,59.18666666666667
Italy,01.05.2021,57.227916666666665
Latvia,01.05.2021,50.28916666666667
Lithuania,01.05.2021,52.179166666666674
Luxembourg,01.05.2021,59.55166666666667
Netherlands,01.05.2021,57.19916666666668
Norway,01.05.2021,51.03708333333333
Portugal,01.05.2021,58.69708333333333
Serbia,01.05.2021,58.50125
Slovenia,01.05.2021,55.60999999999999
Spain,01.05.2021,58.69708333333333
Sweden,01.05.2021,46.711666666666666
Switzerland,01.05.2021,58.90166666666667
Austria,01.05.2022,182.6317708333333
Belgium,01.05.2022,194.74125
Croatia,01.05.2022,195.07291666666663
Denmark,01.05.2022,194.74125
Estonia,01.05.2022,139.32208333333332
Finland,01.05.2022,132.26250000000002
Germany,01.05.2022,179.884375
Greece,01.05.2022,206.29083333333327
Hungary,01.05.2022,194.74125
Italy,01.05.2022,208.74625
Latvia,01.05.2022,139.32208333333332
Lithuania,01.05.2022,139.32208333333332
Luxembourg,01.05.2022,179.884375
Netherlands,01.05.2022,194.74125
Norway,01.05.2022,192.92833333333337
Portugal,01.05.2022,177.43416666666667
Serbia,01.05.2022,190.12458333333333
Slovenia,01.05.2022,195.09916666666663
Spain,01.05.2022,177.43416666666667
Sweden,01.05.2022,33.59291666666667
Switzerland,01.05.2022,188.63125
Austria,01.06.2019,31.7528125
Belgium,01.06.2019,29.821250000000003
Croatia,01.06.2019,29.79583333333333
Denmark,01.06.2019,29.824583333333333
Estonia,01.06.2019,21.99375
Finland,01.06.2019,21.99375
Germany,01.06.2019,32.0021875
Greece,01.06.2019,66.18541666666667
Hungary,01.06.2019,31.109583333333333
Italy,01.06.2019,39.70083333333333
Latvia,01.06.2019,35.42791666666667
Lithuania,01.06.2019,35.42791666666667
Luxembourg,01.06.2019,32.0021875
Netherlands,01.06.2019,32.681666666666665
Norway,01.06.2019,33.92916666666667
Portugal,01.06.2019,52.8175
Serbia,01.06.2019,31.964583333333337
Slovenia,01.06.2019,29.48625
Spain,01.06.2019,52.8175
Sweden,01.06.2019,21.202916666666663
Switzerland,01.06.2019,31.15958333333333
Austria,01.06.2020,7.9387500000000015
Belgium,01.06.2020,8.979166666666666
Croatia,01.06.2020,19.98958333333333
Denmark,01.06.2020,9.735416666666667
Estonia,01.06.2020,28.433333333333326
Finland,01.06.2020,28.4225
Germany,01.06.2020,7.05
Greece,01.06.2020,22.93208333333333
Hungary,01.06.2020,21.94083333333333
Italy,01.06.2020,19.100416666666668
Latvia,01.06.2020,28.433333333333326
Lithuania,01.06.2020,28.433333333333326
Luxembourg,01.06.2020,7.05
Netherlands,01.06.2020,10.0
Norway,01.06.2020,1.9029166666666668
Portugal,01.06.2020,34.19083333333333
Serbia,01.06.2020,22.5975
Slovenia,01.06.2020,18.95833333333333
Spain,01.06.2020,34.19083333333333
Sweden,01.06.2020,6.364166666666667
Switzerland,01.06.2020,6.640000000000001
Austria,01.06.2021,68.99656250000001
Belgium,01.06.2021,68.23
Croatia,01.06.2021,68.2175
Denmark,01.06.2021,68.25375
Estonia,01.06.2021,64.83624999999999
Finland,01.06.2021,59.91374999999999
Germany,01.06.2021,68.84447916666667
Greece,01.06.2021,70.15125
Hungary,01.06.2021,67.70833333333333
Italy,01.06.2021,74.95166666666667
Latvia,01.06.2021,64.83624999999999
Lithuania,01.06.2021,75.74999999999999
Luxembourg,01.06.2021,68.84447916666667
Netherlands,01.06.2021,68.24916666666667
Norway,01.06.2021,48.9675
Portugal,01.06.2021,86.52499999999999
Serbia,01.06.2021,67.89208333333333
Slovenia,01.06.2021,68.44458333333334
Spain,01.06.2021,86.52499999999999
Sweden,01.06.2021,45.13750000000001
Switzerland,01.06.2021,68.47083333333333
Austria,01.06.2022,212.360625
Belgium,01.06.2022,215.195
Croatia,01.06.2022,235.60458333333327
Denmark,01.06.2022,215.25708333333333
Estonia,01.06.2022,148.43875000000003
Finland,01.06.2022,116.40458333333332
Germany,01.06.2022,211.60989583333333
Greece,01.06.2022,235.09333333333333
Hungary,01.06.2022,228.0458333333333
Italy,01.06.2022,241.5704166666667
Latvia,01.06.2022,235.53041666666664
Lithuania,01.06.2022,235.53041666666664
Luxembourg,01.06.2022,211.60989583333333
Netherlands,01.06.2022,215.25708333333333
Norway,01.06.2022,175.14874999999998
Portugal,01.06.2022,212.38125
Serbia,01.06.2022,223.2020833333333
Slovenia,01.06.2022,235.91791666666663
Spain,01.06.2022,212.38125
Sweden,01.06.2022,87.62083333333334
Switzerland,01.06.2022,214.9316666666667
Austria,01.07.2019,33.751354166666665
Belgium,01.07.2019,30.96291666666667
Croatia,01.07.2019,66.65916666666668
Denmark,01.07.2019,27.632083333333338
Estonia,01.07.2019,45.73791666666667
Finland,01.07.2019,35.52
Germany,01.07.2019,33.49875
Greece,01.07.2019,59.90291666666667
Hungary,01.07.2019,59.432500000000005
Italy,01.07.2019,62.10541666666666
Latvia,01.07.2019,45.73791666666667
Lithuania,01.07.2019,45.73791666666667
Luxembourg,01.07.2019,33.49875
Netherlands,01.07.2019,32.85125
Norway,01.07.2019,27.632083333333338
Portugal,01.07.2019,48.31
Serbia,01.07.2019,56.25749999999999
Slovenia,01.07.2019,62.9825
Spain,01.07.2019,48.31
Sweden,01.07.2019,26.8975
Switzerland,01.07.2019,30.47458333333334
Austria,01.07.2020,34.22885416666667
Belgium,01.07.2020,32.28333333333333
Croatia,01.07.2020,39.57375
Denmark,01.07.2020,27.849166666666665
Estonia,01.07.2020,29.10625
Finland,01.07.2020,29.10625
Germany,01.07.2020,33.98
Greece,01.07.2020,45.99625
Hungary,01.07.2020,40.99
Italy,01.07.2020,51.34041666666667
Latvia,01.07.2020,29.10625
Lithuania,01.07.2020,26.599166666666665
Luxembourg,01.07.2020,33.98
Netherlands,01.07.2020,32.20083333333333
Norway,01.07.2020,1.1375
Portugal,01.07.2020,36.85541666666666
Serbia,01.07.2020,40.17875
Slovenia,01.07.2020,39.579166666666666
Spain,01.07.2020,36.85541666666666
Sweden,01.07.2020,11.022083333333333
Switzerland,01.07.2020,35.21041666666667
Austria,01.07.2021,88.15958333333333
Belgium,01.07.2021,88.64125
Croatia,01.07.2021,96.47041666666668
Denmark,01.07.2021,88.92791666666666
Estonia,01.07.2021,89.91583333333334
Finland,01.07.2021,82.72166666666668
Germany,01.07.2021,88.100625
Greece,01.07.2021,105.42416666666666
Hungary,01.07.2021,94.4025
Italy,01.07.2021,97.32208333333334
Latvia,01.07.2021,91.31083333333332
Lithuania,01.07.2021,91.31083333333332
Luxembourg,01.07.2021,88.100625
Netherlands,01.07.2021,88.92791666666666
Norway,01.07.2021,48.548333333333325
Portugal,01.07.2021,93.02458333333334
Serbia,01.07.2021,96.44416666666667
Slovenia,01.07.2021,96.52416666666667
Spain,01.07.2021,93.02458333333334
Sweden,01.07.2021,39.505833333333335
Switzerland,01.07.2021,89.32166666666667
Austria,01.07.2022,329.15479166666665
Belgium,01.07.2022,305.53541666666666
Croatia,01.07.2022,349.3416666666667
Denmark,01.07.2022,305.87083333333334
Estonia,01.07.2022,202.25416666666663
Finland,01.07.2022,202.25416666666663
Germany,01.07.2022,310.5528125
Greece,01.07.2022,351.6970833333333
Hungary,01.07.2022,360.7595833333333
Italy,01.07.2022,370.6829166666666
Latvia,01.07.2022,337.43333333333334
Lithuania,01.07.2022,337.43333333333334
Luxembourg,01.07.2022,310.5528125
Netherlands,01.07.2022,306.51708333333335
Norway,01.07.2022,168.79791666666665
Portugal,01.07.2022,146.67375
Serbia,01.07.2022,358.09124999999995
Slovenia,01.07.2022,340.52666666666664
Spain,01.07.2022,146.67375
Sweden,01.07.2022,26.40416666666667
Switzerland,01.07.2022,345.01916666666665
Austria,01.08.2019,46.80229166666667
Belgium,01.08.2019,42.23875
Croatia,01.08.2019,78.49166666666667
Denmark,01.08.2019,44.86041666666667
Estonia,01.08.2019,55.376666666666665
Finland,01.08.2019,54.55041666666667
Germany,01.08.2019,46.2984375
Greece,01.08.2019,70.21499999999999
Hungary,01.08.2019,73.87875000000001
Italy,01.08.2019,50.38625
Latvia,01.08.2019,57.35458333333333
Lithuania,01.08.2019,57.35458333333333
Luxembourg,01.08.2019,46.2984375
Netherlands,01.08.2019,43.78375
Norway,01.08.2019,39.607083333333335
Portugal,01.08.2019,48.352916666666665
Serbia,01.08.2019,62.55583333333334
Slovenia,01.08.2019,49.33583333333333
Spain,01.08.2019,48.352916666666665
Sweden,01.08.2019,40.66708333333333
Switzerland,01.08.2019,39.35625
Austria,01.08.2020,29.206354166666667
Belgium,01.08.2020,27.17916666666667
Croatia,01.08.2020,32.22541666666667
Denmark,01.08.2020,26.171666666666663
Estonia,01.08.2020,33.55833333333333
Finland,01.08.2020,33.55833333333333
Germany,01.08.2020,27.45885416666667
Greece,01.08.2020,54.8575
Hungary,01.08.2020,40.43333333333334
Italy,01.08.2020,37.22166666666666
Latvia,01.08.2020,36.379583333333336
Lithuania,01.08.2020,36.379583333333336
Luxembourg,01.08.2020,27.45885416666667
Netherlands,01.08.2020,24.61375
Norway,01.08.2020,1.02125
Portugal,01.08.2020,33.00958333333333
Serbia,01.08.2020,41.49541666666667
Slovenia,01.08.2020,32.12625
Spain,01.08.2020,33.00958333333333
Sweden,01.08.2020,3.0379166666666664
Switzerland,01.08.2020,32.32541666666666
Austria,01.08.2021,57.85520833333334
Belgium,01.08.2021,54.28
Croatia,01.08.2021,57.78874999999999
Denmark,01.08.2021,56.435833333333335
Estonia,01.08.2021,56.96041666666667
Finland,01.08.2021,53.96666666666666
Germany,01.08.2021,59.20260416666667
Greece,01.08.2021,133.5091666666667
Hungary,01.08.2021,73.43083333333333
Italy,01.08.2021,78.16916666666667
Latvia,01.08.2021,58.54708333333334
Lithuania,01.08.2021,58.54708333333334
Luxembourg,01.08.2021,59.20260416666667
Netherlands,01.08.2021,81.77
Norway,01.08.2021,55.42
Portugal,01.08.2021,78.94666666666667
Serbia,01.08.2021,72.07833333333333
Slovenia,01.08.2021,58.35375
Spain,01.08.2021,78.94666666666667
Sweden,01.08.2021,48.492916666666666
Switzerland,01.08.2021,60.34041666666667
Austria,01.08.2022,455.0941666666668
Belgium,01.08.2022,399.8595833333334
Croatia,01.08.2022,430.3929166666667
Denmark,01.08.2022,376.82958333333335
Estonia,01.08.2022,394.11083333333335
Finland,01.08.2022,275.3625
Germany,01.08.2022,447.9251041666666
Greece,01.08.2022,422.0245833333333
Hungary,01.08.2022,430.1991666666667
Italy,01.08.2022,464.80875
Latvia,01.08.2022,394.11083333333335
Lithuania,01.08.2022,394.11083333333335
Luxembourg,01.08.2022,447.9251041666666
Netherlands,01.08.2022,404.3283333333333
Norway,01.08.2022,222.0433333333333
Portugal,01.08.2022,148.5945833333333
Serbia,01.08.2022,443.0291666666667
Slovenia,01.08.2022,434.7220833333333
Spain,01.08.2022,147.3275
Sweden,01.08.2022,16.360416666666666
Switzerland,01.08.2022,452.78541666666666
Austria,01.09.2019,30.70802083333333
Belgium,01.09.2019,30.074166666666667
Croatia,01.09.2019,59.38291666666667
Denmark,01.09.2019,30.730416666666667
Estonia,01.09.2019,37.01916666666667
Finland,01.09.2019,37.01916666666667
Germany,01.09.2019,30.855
Greece,01.09.2019,58.3525
Hungary,01.09.2019,55.66625
Italy,01.09.2019,49.30625
Latvia,01.09.2019,38.00375
Lithuania,01.09.2019,38.00375
Luxembourg,01.09.2019,30.855
Netherlands,01.09.2019,30.109583333333333
Norway,01.09.2019,29.60875
Portugal,01.09.2019,38.275416666666665
Serbia,01.09.2019,57.00416666666666
